Spectrum,22/12/2560 8:40:31,,,
[Global Parameters],,,,
Frequency,1550000000,Hz,,
Reference Level,80,dBuVPerMeter,,
Input Type,RF,,,
RF & IF Optimization,KinderGentler,,,
RF Input,RF,,,
Input Bandwidth,40000000,Hz,,
RF Input Coupling,,,,
RF Input Termination,Undefined,,,
I Input,RF,,,
Input Bandwidth,40000000,Hz,,
I Input Coupling,,,,
I Input Termination,Undefined,,,
Q Input,,,,
Input Bandwidth,0,Hz,,
Q Input Coupling,,,,
Q Input Termination,FiftyOhms,,,
I+ Input,RF,,,
Input Bandwidth,40000000,Hz,,
I+ Input Coupling,,,,
I+ Input Termination,Undefined,,,
Q+ Input,,,,
Input Bandwidth,0,Hz,,
Q+ Input Coupling,,,,
Q+ Input Termination,FiftyOhms,,,
I- Input,,,,
Input Bandwidth,0,Hz,,
I- Input Coupling,,,,
I- Input Termination,FiftyOhms,,,
Q- Input,,,,
Input Bandwidth,0,Hz,,
Q- Input Coupling,,,,
Q- Input Termination,FiftyOhms,,,
External Bandwidth,40000000,Hz,,
External Sampling Frequency,56000000,SamplesPerSecond,,
,40000000,Hz,,
Valid Antenna data,FALSE,,,
Azimuth,0,deg,,
Uncorrected azimuth,0,deg,,
Antenna elevation,0,deg,,
Antenna roll,0,deg,,
Antenna freq band,0,,,
Antenna amplifier,FALSE,,,
Manual Azimuth,0,deg,,
Valid GNSS data,FALSE,,,
GNSS Status,Off,,,
GNSS Freqency Reference Status,GRFS_OFF,,,
GNSS Freqency Reference Status,GFRQ_INVALID,,,
GNSS Longitude,0,deg,,
GNSS Latitude,0,deg,,
GNSS Altitude,0,Meter,,
GNSS Time,0001-01-01T07:00:00+07:00,,,
GNSS Speed,0,MeterPerHour,,
GNSS Course,0,deg,,
GNSS Satellites,0,,,
GNSS HDOP,0,,,
,,,,
[Global Results],,,,
,,,,
[Markers],,,,
[Marker M0],,,,
Active,TRUE,,,
Enabled,TRUE,,,
Frequency,2.3,,GHz,
Trace 1,40.5,,dBuVPerMeter,
[Marker M1],,,,
Active,FALSE,,,
Enabled,FALSE,,,
Frequency,---,,,
Trace 1,---,,,
[Marker M2],,,,
Active,FALSE,,,
Enabled,FALSE,,,
Frequency,---,,,
Trace 1,---,,,
[Marker M3],,,,
Active,FALSE,,,
Enabled,FALSE,,,
Frequency,---,,,
Trace 1,---,,,
[Marker M4],,,,
Active,FALSE,,,
Enabled,FALSE,,,
Frequency,---,,,
Trace 1,---,,,
,,,,
[Parameters],,,,
Span,1500000000,Hz,,
Resolution Bandwidth,1000000,Hz,,
RBW Window Type,Kaiser,,,
,,,,
[Trace Parameters],,,,
Spectrogram Trace,,,,
Selected,FALSE,,,
,FALSE,,,
,FALSE,,,
,,,,
Video Bandwidth Enable,FALSE,,,
Video Bandwidth,2000,Hz,,
,,,,
